id,video_path,question,options,gold,pred_video,pred_7B_note,pred_72B_note,score_video,score_7B,score_72B,note_7B,note_72B
51079_clip_21_operation,videos/level_1/51079/clip_21.mp4,What is the person doing with the pump?,"{""A"": ""Turning it on to initiate circulation"", ""B"": ""Adjusting its flow rate while running"", ""C"": ""Turning it off after circulation"", ""D"": ""Checking its hose connections""}","""A""",B,B,B,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [""rotate dial to adjust temperature""],
  ""objects_manipulated"": [""temperature control device""],
  ""tool_object_interaction"": [""dial is rotated by hand to change setting""]
}
```","```json
{
  ""actions_performed"": [""adjust the temperature control dial on the water bath""],
  ""objects_manipulated"": [""temperature control dial"", ""water bath""],
  ""tool_object_interaction"": [""gloved hand rotates the temperature control dial""]
}
```"
51079_clip_16_operation,videos/level_1/51079/clip_16.mp4,What is the person doing with the tubing?,"{""A"": ""Adjusting the flow rate"", ""B"": ""Connecting it to the chambers"", ""C"": ""Priming it with fluid"", ""D"": ""Inspecting for leaks""}","""B""",B,B,D,1.0,1.0,0.0,"```json
{
  ""actions_performed"": [""uncoiling wires""],
  ""objects_manipulated"": [""wires""],
  ""tool_object_interaction"": [""gloved hands holding and manipulating wires""]
}
```","```json
{
  ""actions_performed"": [
    ""hold a coiled wire"",
    ""manipulate the wire with gloved hands""
  ],
  ""objects_manipulated"": [
    ""coiled wire"",
    ""gloved hands""
  ],
  ""tool_object_interaction"": [
    ""gloved hands grip and adjust the coiled wire""
  ]
}
```"
56611_clip_29_operation,videos/level_1/56611/clip_29.mp4,What is the person doing with the working solution?,"{""A"": ""Transferring 2 mL into a clean electrochemical cell"", ""B"": ""Mixing 3 mL in the electrochemical cell"", ""C"": ""Measuring 2 mL for disposal"", ""D"": ""Pouring 1 mL into a beaker""}","""A""",A,A,A,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL from test tube into well A1""
  ],
  ""objects_manipulated"": [
    ""test tube"",
    ""pipette"",
    ""well A1""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体并注入到A1孔中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a test tube""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""test tube""
  ],
  ""tool_object_interaction"": [
    ""pipette tip is inserted into the test tube""
  ]
}
```"
56611_clip_11_operation,videos/level_1/56611/clip_11.mp4,What is the person doing with the electrode over the flame?,"{""A"": ""Removing it immediately after contact"", ""B"": ""Holding it stationary until it glows red"", ""C"": ""Moving it continuously through the flame"", ""D"": ""Heating only the tip briefly""}","""B""",D,D,D,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [""heat the wire with a blowtorch""],
  ""objects_manipulated"": [""wire""],
  ""tool_object_interaction"": [""the blowtorch flame is directed at the wire to heat it""]
}
```","```json
{
  ""actions_performed"": [""anneal the glass tube""],
  ""objects_manipulated"": [""glass tube"", ""microtorch""],
  ""tool_object_interaction"": [""microtorch heats the glass tube""]
}
```"
3608_clip_41_operation,videos/level_1/3608/clip_41.mp4,What is the person doing with the liquid above the settled capsules?,"{""A"": ""Removing the capsules with the liquid"", ""B"": ""Pouring out the liquid completely"", ""C"": ""Mixing the liquid back into the tube"", ""D"": ""Gently discarding the supernatant""}","""D""",D,D,D,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL from tube into conical tube""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""tube"",
    ""conical tube""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体并注入锥形管中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a test tube""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""test tube""
  ],
  ""tool_object_interaction"": [
    ""pipette tip is inserted into the test tube"",
    ""liquid is dispensed from the pipette into the test tube""
  ]
}
```"
3608_clip_16_operation,videos/level_1/3608/clip_16.mp4,What is the person doing with the sodium chloride solution?,"{""A"": ""Swirling it to mix the contents"", ""B"": ""Measuring its volume in a graduated cylinder"", ""C"": ""Pouring it out of its container"", ""D"": ""Adding it to the alginate solution""}","""D""",B,B,B,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [""pipette 2.778 mL from test tube into graduated cylinder""],
  ""objects_manipulated"": [""test tube"", ""graduated cylinder""],
  ""tool_object_interaction"": [""pipette吸取2.778 mL液体至量筒中""]
}
```","```json
{
  ""actions_performed"": [
    ""pipette 2.778 mL into a test tube""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""test tube"",
    ""yellow test tube rack""
  ],
  ""tool_object_interaction"": [
    ""pipette tip is inserted into the test tube"",
    ""liquid is dispensed from the pipette into the test tube""
  ]
}
```"
59338_clip_34_operation,videos/level_1/59338/clip_34.mp4,What is the person doing with the plant tissues after preparing them?,"{""A"": ""Opening the oven door without loading tissues"", ""B"": ""Placing them into a forced air drying oven"", ""C"": ""Removing dried tissues from the oven"", ""D"": ""Weighing tissues before oven drying""}","""B""",B,B,B,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""open incubator door"",
    ""place container inside incubator"",
    ""close incubator door"",
    ""weigh container on analytical balance""
  ],
  ""objects_manipulated"": [
    ""incubator"",
    ""container"",
    ""analytical balance""
  ],
  ""tool_object_interaction"": [
    ""hand opens incubator door"",
    ""hand places container inside incubator"",
    ""hand closes incubator door"",
    ""hand places container on analytical balance for weighing""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""open the incubator door"",
    ""place a container inside the incubator"",
    ""close the incubator door"",
    ""place a small container on the analytical balance""
  ],
  ""objects_manipulated"": [
    ""incubator door"",
    ""container"",
    ""analytical balance""
  ],
  ""tool_object_interaction"": [
    ""hand interacts with the incubator door to open and close it"",
    ""hand places a container inside the incubator"",
    ""hand places a small container on the analytical balance""
  ]
}
```"
59338_clip_31_operation,videos/level_1/59338/clip_31.mp4,What is the person doing with the experimental pots?,"{""A"": ""Cleaning the pots in their current positions"", ""B"": ""Moving pots to new random positions"", ""C"": ""Rearranging pots in a systematic pattern"", ""D"": ""Checking pot positions without moving them""}","""B""",C,C,C,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [""walks across the greenhouse"", ""arranges potted plants""],
  ""objects_manipulated"": [""potted plants""],
  ""tool_object_interaction"": [""manually moves potted plants""]
}
```","```json
{
  ""actions_performed"": [
    ""rearrange potted plants on the table""
  ],
  ""objects_manipulated"": [
    ""potted plants""
  ],
  ""tool_object_interaction"": [
    ""hands move the pots from one position to another on the table""
  ]
}
```"
60469_clip_23_operation,videos/level_1/60469/clip_23.mp4,What is the person doing with the pipette to the cell culture?,"{""A"": ""Removing old medium without adding new medium"", ""B"": ""Mixing the existing medium in the culture vessel"", ""C"": ""Adding fresh medium without removing old medium"", ""D"": ""Replacing the existing medium with fresh medium""}","""D""",D,D,D,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL from test tube into well A1""
  ],
  ""objects_manipulated"": [
    ""test tube"",
    ""pipette"",
    ""well A1""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体并注入到A1孔中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid from a test tube into a well plate""
  ],
  ""objects_manipulated"": [
    ""test tube"",
    ""well plate"",
    ""pipette""
  ],
  ""tool_object_interaction"": [
    ""pipette tip inserted into test tube"",
    ""pipette tip dispenses liquid into well plate""
  ]
}
```"
60469_clip_14_operation,videos/level_1/60469/clip_14.mp4,What is the person doing with the pipette?,"{""A"": ""Aspirating the supernatant"", ""B"": ""Pouring the supernatant into a new tube"", ""C"": ""Discarding the entire tube contents"", ""D"": ""Mixing the pellet with the pipette tip""}","""A""",A,D,A,1.0,0.0,1.0,"```json
{
  ""actions_performed"": [""mix liquid in tube""],
  ""objects_manipulated"": [""tube with red liquid""],
  ""tool_object_interaction"": [""tube rotated to mix contents""]
}
```","```json
{
  ""actions_performed"": [
    ""hold test tube with both hands""
  ],
  ""objects_manipulated"": [
    ""test tube with red liquid""
  ],
  ""tool_object_interaction"": [
    ""gloved hands securely grasp the test tube""
  ]
}
```"
61180_clip_33_operation,videos/level_1/61180/clip_33.mp4,What is the person doing with the cursor over the nuclei?,"{""A"": ""Applying automated clipation to the nuclei"", ""B"": ""Clicking individual nuclei to mark their centers"", ""C"": ""Selecting nuclei using a rectangular selection tool"", ""D"": ""Manually tracing outlines with a freehand tool""}","""D""",B,B,B,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""click on 'Segmentation Editor' in the software menu""
  ],
  ""objects_manipulated"": [
    ""software interface elements"",
    ""image of cells""
  ],
  ""tool_object_interaction"": [
    ""cursor clicks on menu option to open segmentation editor""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""click on 'Trainable Weka Segmentation' plugin in the menu"",
    ""click on the image window to select a region""
  ],
  ""objects_manipulated"": [
    ""Trainable Weka Segmentation plugin"",
    ""image window""
  ],
  ""tool_object_interaction"": [
    ""menu selection to open the Trainable Weka Segmentation plugin"",
    ""cursor interaction with the image window to select a region""
  ]
}
```"
61180_clip_20_operation,videos/level_1/61180/clip_20.mp4,What is the person doing with the samples?,"{""A"": ""Labeling them for identification"", ""B"": ""Transferring them to microscope slides"", ""C"": ""Storing them under specific conditions"", ""D"": ""Preparing them for immediate imaging""}","""C""",D,D,D,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""adjust microscope focus"",
    ""operate computer""
  ],
  ""objects_manipulated"": [
    ""microscope"",
    ""computer mouse"",
    ""computer keyboard""
  ],
  ""tool_object_interaction"": [
    ""fine-tune image clarity using microscope controls"",
    ""click and move cursor on computer screen for navigation""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""reaches into storage cabinet"",
    ""operates computer mouse"",
    ""views through microscope eyepiece""
  ],
  ""objects_manipulated"": [
    ""storage cabinet contents"",
    ""computer mouse"",
    ""microscope""
  ],
  ""tool_object_interaction"": [
    ""hand interacts with storage cabinet"",
    ""hand uses computer mouse to navigate screen"",
    ""eye views through microscope eyepiece""
  ]
}
```"
3227_clip_38_operation,videos/level_1/3227/clip_38.mp4,What is the person doing with the urin L formate solution?,"{""A"": ""Discarding an expired portion"", ""B"": ""Measuring its volume for use"", ""C"": ""Storing it in a dark container"", ""D"": ""Preparing a fresh batch""}","""D""",B,B,B,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL onto well A1""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""well A1""
  ],
  ""tool_object_interaction"": [
    ""The pipette is used to transfer liquid from one container to another.""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a test tube""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""test tube""
  ],
  ""tool_object_interaction"": [
    ""pipette tip inserts into test tube""
  ]
}
```"
3227_clip_22_operation,videos/level_1/3227/clip_22.mp4,What is the person doing with the forceps?,"{""A"": ""Removing paper from a Petri dish"", ""B"": ""Placing paper into a Petri dish"", ""C"": ""Adjusting paper position within the Petri dish"", ""D"": ""Transferring paper to a beaker""}","""B""",C,B,A,0.0,1.0,0.0,"```json
{
  ""actions_performed"": [
    ""place a small white object into a clear liquid using tweezers""
  ],
  ""objects_manipulated"": [
    ""small white object"",
    ""clear liquid"",
    ""tweezers""
  ],
  ""tool_object_interaction"": [
    ""tweezers are used to carefully place the small white object into the clear liquid""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""submerge the cube into the water"",
    ""remove the cube from the water""
  ],
  ""objects_manipulated"": [
    ""a small white cube"",
    ""a beaker of water""
  ],
  ""tool_object_interaction"": [
    ""the cube is held by a pair of tweezers and lowered into the water"",
    ""the cube is lifted out of the water using the tweezers""
  ]
}
```"
63013_clip_23_operation,videos/level_1/63013/clip_23.mp4,What is the researcher doing with the pipette to the flow chamber?,"{""A"": ""Mixing the contents after incubation"", ""B"": ""Adding 40 microliters of P-selectin-Fc"", ""C"": ""Pouring wash buffer into the chamber"", ""D"": ""Removing excess liquid from the chamber""}","""B""",B,B,B,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""pipette 10 μg/mL P-selectin-Fc into the device""],
  ""objects_manipulated"": [""device"", ""pipette"", ""P-selectin-Fc solution""],
  ""tool_object_interaction"": [""pipette吸取10 μg/mL的P-selectin-Fc溶液并注入设备中""]
}
```","```json
{
  ""actions_performed"": [
    ""pipette solution into a microfluidic channel""
  ],
  ""objects_manipulated"": [
    ""microfluidic device"",
    ""pipette tip""
  ],
  ""tool_object_interaction"": [
    ""pipette tip inserts into microfluidic channel""
  ]
}
```"
