id,video,question,options,gold,C0_pred (video),C0_ok,C1_pred (note),C1_ok,C2_pred (v+n),C2_ok,C4_pred (v+ASR),C4_ok,disagreement_type,note_text (first 280 chars)
63129_clip_33_materials,clip_33,What material appears in this procedure?,A:anesthetized mouse | B:pentobarbital sodium | C:ketamine/xylazine mixture | D:mouse,A,B,✗,B,✗,A,✓,B,✗,other,"```json {   ""materials_visible"": [     ""syringe"",     ""tissue paper"",     ""plastic syringe caps""   ],   ""labels_seen"": [     ""0.5""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""shape""..."
63129_clip_35_materials,clip_35,What material appears in this procedure?,A:spleen | B:liver | C:kidney | D:pancreas,D,D,✓,A,✗,A,✗,D,✓,other,"```json {   ""materials_visible"": [     ""Microcentrifuge tubes""   ],   ""labels_seen"": [     """"   ],   ""container_descriptions"": [     {       ""shape"": ""Cylindrical"",       ""color"": ""Clear"",       ""size"": ""Small""     }   ],   ""substance_appearance"": [     {       ""color"": ""Transpar..."
50593_clip_23_materials,clip_23,What material appears in this procedure?,A:starting mass | B:byproduct | C:milling solvent | D:grinding media,A,D,✗,D,✗,D,✗,A,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Unknown""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""black"",       ""size"": ""small""     },     {       ""shape"": ""square"",       ""color"": ""white"",       ""size"": ""me..."
50593_clip_8_materials,clip_8,Which material appears in this experimental step?,A:nickel foam | B:lithium cobalt oxide | C:graphite | D:new materials,D,A,✗,A,✗,D,✓,D,✓,note_aug_helps (C2 lifts over C0),"```json {   ""materials_visible"": [     ""laptop""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""transparent"",       ""size"": ""small""     }   ],   ""substance_appearance"": [     {       ""color"": ""blue"",       ..."
50593_clip_57_materials,clip_57,What material appears in this procedure?,A:cells | B:capacitors | C:electrodes | D:glass beads,A,C,✗,C,✗,C,✗,C,✗,all_wrong,"```json {   ""materials_visible"": [     ""screw"",     ""wire""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""black"",       ""size"": ""small""     }   ],   ""substance_appearance"": [     {       ""color"": ""silver"",..."
56437_clip_32_materials,clip_32,Which material appears in this experimental step?,A:LB agar plate | B:NGM plate containing etoposide | C:NGM plate containing DMSO | D:NGM plate containing bleomycin,B,B,✓,C,✗,B,✓,B,✓,note_only_wrong (compression lost info),"```json {   ""materials_visible"": [],   ""labels_seen"": [     ""Panasonic"",     ""KLT""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""beige"",       ""size"": ""large""     }   ],   ""substance_appearance"": [] } ```"
56437_clip_20_materials,clip_20,What material appears in the researcher's work in this video clip?,A:dimethylformamide (DMF) | B:70% ethanol | C:1% DMSO | D:glycerol,C,B,✗,B,✗,A,✗,C,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""test tube"",     ""pipette"",     ""petri dish""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""shape"": ""cylindric..."
56437_clip_8_materials,clip_8,Which material appears in this experimental step?,A:sodium sulfate | B:one molar magnesium sulfate | C:manganese sulfate | D:magnesium chloride,B,B,✓,B,✓,B,✓,B,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""sterile solutions""   ],   ""labels_seen"": [     ""sterile solutions""   ],   ""container_descriptions"": [     {       ""shape"": ""bottle"",       ""color"": ""transparent"",       ""size"": ""medium""     },     {       ""shape"": ""bottle"",       ""color"": ""..."
57407_clip_42_materials,clip_42,What material appears in this procedure?,A:ethanol | B:mineral oil | C:glycerol | D:water,D,D,✓,D,✓,D,✓,D,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""Water"",     ""Maltose Syrup""   ],   ""labels_seen"": [     ""0.4 s"",     ""0.8 s"",     ""1.2 s"",     ""Δf (+10^-3)"",     ""1 mm""   ],   ""container_descriptions"": [     {       ""shape"": ""Circular"",       ""color"": ""Black"",       ""size"": ""Small""     }..."
57407_clip_6_materials,clip_6,What material appears in the researcher's work in this video clip?,A:PTFE | B:Silicone rubber | C:Nylon | D:Delrin (POM),A,D,✗,B,✗,D,✗,A,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Orange plastic piece"",     ""Metallic tweezers"",     ""White paper towel"",     ""Clear petri dish"",     ""Clear plastic tray"",     ""White substance in petri dish""   ],   ""labels_seen"": [],   ""container_descriptions"": [     {       ""shape"": ""Cir..."
57407_clip_13_materials,clip_13,What material appears in the researcher's work in this video clip?,A:heated gel | B:silicone oil | C:liquid agarose | D:glycerol solution,A,C,✗,C,✗,C,✗,A,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [],   ""labels_seen"": [""2.0 mm x 10.0 mm x 45.0 mm""],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""transparent"",       ""size"": ""2.0 mm x 10.0 mm x 45.0 mm""     }   ],   ""substance_appearance"": [] } ```"
2465_clip_5_materials,clip_5,What material appears in the researcher's work in this video clip?,A:calibrators | B:reference materials | C:standards | D:controls,C,C,✓,C,✓,C,✓,C,✓,all_agree_correct,"```json {   ""materials_visible"": [],   ""labels_seen"": [     ""Load samples into microplate reader"",     ""10000 FL Spectrophotometer on USB"",     ""Standard Calibration"",     ""Sample"",     ""Concentration"",     ""Absorbance"",     ""Wavelength"",     ""10000 FL Spectrophotometer on USB"", ..."
2465_clip_45_materials,clip_45,Which material appears in this experimental step?,A:protein lysates | B:RNA samples | C:DNA samples | D:oligonucleotides,C,C,✓,C,✓,C,✓,C,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""PicoGreen solution""   ],   ""labels_seen"": [     ""150 µL PicoGreen solution / well"",     ""eppendorf""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""black"",       ""size"": ""standard microplate size""     ..."
2465_clip_54_materials,clip_54,What material appears in the researcher's work in this video clip?,A:Ethidium Bromide | B:Hoechst 33342 | C:Pico Green Dye | D:SYBR Green I,C,D,✗,A,✗,D,✗,C,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""F-7000 Spectrophotometer""   ],   ""labels_seen"": [     ""F-7000 Spectrophotometer"",     ""Standard Calibration"",     ""Sample"",     ""Component A"",     ""Component B"",     ""Component C"",     ""Component D"",     ""Component E"",     ""Component F"",   ..."
54752_clip_28_materials,clip_28,What material appears in the researcher's work in this video clip?,A:inoculates for 10 to the three dilution | B:agar powder | C:sterile plating beads | D:LB broth,A,D,✗,D,✗,D,✗,D,✗,all_wrong,"```json {   ""materials_visible"": [     ""Petri dish"",     ""pipette"",     ""agar plate"",     ""test tubes""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""Circular"",       ""color"": ""Clear"",       ""size"": ""Medium""     },     {       ""shape"":..."
54752_clip_20_materials,clip_20,Which material appears in this experimental step?,A:antibiotic solution | B:sterile LB broth | C:phosphate buffered saline | D:mixed culture,D,B,✗,B,✗,B,✗,D,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Petri dish"",     ""pipette tip""   ],   ""labels_seen"": [     ""Jove""   ],   ""container_descriptions"": [     {       ""shape"": ""Circular"",       ""color"": ""Clear"",       ""size"": ""Standard Petri dish size""     },     {       ""shape"": ""Cylindrical""..."
54615_clip_10_materials,clip_10,Which material appears in this experimental step?,A:cell lysate | B:pellet | C:supernatant | D:trypsin-EDTA,B,C,✗,C,✗,A,✗,B,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Centrifuge tubes""   ],   ""labels_seen"": [     ""Optional: lyse red blood cells"",     ""8 min\n400 x g\nRT""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""black"",       ""size"": ""small""     }   ],   ""subs..."
54615_clip_16_materials,clip_16,What material appears in the researcher's work in this video clip?,A:PBS | B:IL-15 | C:IL-7 | D:FGF,B,B,✓,B,✓,B,✓,B,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""pipette tip"",     ""sample tube labeled 'IL-15'""   ],   ""labels_seen"": [     ""IL-15""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular well plate"",       ""color"": ""transparent"",       ""size"": ""standard 96-well format""     ..."
54615_clip_26_materials,clip_26,What material appears in this procedure?,A:wash buffer | B:lysis buffer | C:blocking buffer | D:PBS,A,A,✓,A,✓,A,✓,A,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""WASH BUFFER"",     ""PERM. BUFFER"",     ""STIMULATED 1"",     ""UNSTIMULATED 2""   ],   ""labels_seen"": [     ""WASH BUFFER"",     ""PERM. BUFFER"",     ""STIMULATED 1"",     ""UNSTIMULATED 2""   ],   ""container_descriptions"": [     {       ""shape"": ""cyli..."
56611_clip_3_materials,clip_3,What material appears in this procedure?,A:tetrabutylammonium bromide | B:tetrabutylammonium triflate | C:tetrabutylammonium hexafluorophosphate | D:0.4 millimoles of tetrabutylammonium tetrafluorobora,D,C,✗,A,✗,A,✗,D,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""test tube""   ],   ""labels_seen"": [],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     }   ],   ""substance_appearance"": [     {       ""color"": ""clear"",       ""state"": ""..."
56611_clip_12_materials,clip_12,What material appears in this procedure?,A:Ag/AgCl reference electrode | B:silver wire reference electrode | C:platinum wire electrode | D:gold wire electrode,B,C,✗,C,✗,C,✗,B,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""pipette"",     ""test tube"",     ""microscope slide""   ],   ""labels_seen"": [     ""Nest""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""black"",       ""size"": ""small""     },     {       ""shape"": ""cylindric..."
56611_clip_29_materials,clip_29,Which material appears in this experimental step?,A:working solution | B:reference electrode filling solution | C:acetonitrile solvent | D:supporting electrolyte solution,A,B,✗,A,✓,C,✗,A,✓,other,"```json {   ""materials_visible"": [     ""pipette"",     ""test tube""   ],   ""labels_seen"": [],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""shape"": ""cylindrical"",       ""color"": ""transparent..."
200229_clip_10_materials,clip_10,What material appears in the researcher's work in this video clip?,A:PBS | B:DPBS | C:TBST | D:PBS-TBN,D,D,✓,D,✓,D,✓,D,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""PBS-TBN""   ],   ""labels_seen"": [     ""PBS-TBN Volume: 50 µL/well + extra for pipetting loss""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""blue"",       ""size"": ""small""     },     {       ""shape"": ""re..."
200229_clip_6_materials,clip_6,Which material appears in this experimental step?,"A:phosphate-buffered saline (PBS) | B:antibody (1,000 micrograms per milliliter) | C:bovine serum albumin (BSA) solution | D:horseradish peroxidase (HRP) conjug",B,D,✗,A,✗,A,✗,B,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Fisher Scientific pipette""   ],   ""labels_seen"": [     ""Fisher Scientific""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""purple"",       ""size"": ""small""     },     {       ""shape"": ""cylindrical"",     ..."
200229_clip_31_materials,clip_31,What material appears in this procedure?,A:secondary antibodies | B:streptavidin | C:primary antibodies | D:Tween-20,A,D,✗,D,✗,D,✗,A,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""pipette"",     ""microplate""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""white"",       ""size"": ""small""     },     {       ""shape"": ""cylindrical"",       ""color"": ""wh..."
55500_clip_22_materials,clip_22,What material appears in this procedure?,A:tablet | B:powder | C:pellet | D:ceramic beads,C,C,✓,A,✗,A,✗,C,✓,other,"```json {   ""materials_visible"": [],   ""labels_seen"": [     ""CARVER"",     ""CAUTION CARVER RECOMMENDS USE OF GLOVES AND SAFETY GLASSES WHEN OPERATING THIS EQUIPMENT"",     ""22 kN"",     ""90 s"",     ""Made in USA""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"", ..."
55500_clip_8_materials,clip_8,What material appears in the researcher's work in this video clip?,A:fructose | B:sodium chloride | C:glucosamine | D:glucose,D,B,✗,B,✗,B,✗,D,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""ZrCl4""   ],   ""labels_seen"": [     ""Adding ZrCl4 to H2O is highly exothermic"",     ""caution""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     }   ],   ""substance_..."
57385_clip_29_materials,clip_29,What material appears in the researcher's work in this video clip?,A:hemocyte lysate | B:salivary gland homogenate | C:hemolymph | D:fat body extract,C,A,✗,A,✗,A,✗,C,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""pipette"",     ""test tubes""   ],   ""labels_seen"": [     ""250""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""blue"",       ""size"": ""standard test tube rack""     },     {       ""shape"": ""cylindrical"",   ..."
